job_title,salary_usd,experience_level,employment_type,company_location,company_size,remote_ratio,required_skills,education_required,years_experience,industry,posting_date,application_deadline,benefits_score,company_name,remote_work_type,posting_year,application_duration,posting_month_num,posting_month
Machine Learning Engineer,35782,Entry Level,Contract,India,Small,50,"Java, TensorFlow, Spark",Master,0,Healthcare,2024-03-04,2024-04-22,7.1,Cognitive Computing,Hybrid,2024,49,3,March
Machine Learning Engineer,115383,Senior Level,Full-Time,Australia,Medium,50,"Spark, GCP, R, Hadoop, Data Visualization",PhD,8,Education,2024-07-25,2024-09-04,6.4,Future Systems,Hybrid,2024,41,7,July
Head of AI,54121,Entry Level,Freelance,Finland,Medium,0,"SQL, PyTorch, Tableau, Statistics, Mathematics",Bachelor,1,Automotive,2024-05-03,2024-06-19,9.5,Digital Transformation LLC,On-site,2024,47,5,May
AI Software Engineer,135272,Executive Level,Full-Time,India,Large,0,"Computer Vision, PyTorch, SQL, Java, R",Bachelor,17,Media,2024-10-22,2024-12-15,5.1,Cognitive Computing,On-site,2024,54,10,October
Machine Learning Engineer,46323,Entry Level,Part-Time,Ireland,Medium,100,"Linux, Tableau, Mathematics, PyTorch, Data Visualization",Bachelor,0,Manufacturing,2024-05-12,2024-07-03,8.5,AI Innovations,Remote,2024,52,5,May
Deep Learning Engineer,70013,Mid Level,Contract,Finland,Small,50,"Kubernetes, Linux, Computer Vision, Tableau, Deep Learning",Bachelor,2,Transportation,2024-03-05,2024-04-23,7.8,DeepTech Ventures,Hybrid,2024,49,3,March
Data Scientist,97749,Mid Level,Contract,Sweden,Small,50,"SQL, Linux, PyTorch",Master,3,Gaming,2024-11-09,2025-01-09,8.0,TechCorp Inc,Hybrid,2024,61,11,November
AI Consultant,137427,Senior Level,Part-Time,Sweden,Medium,100,"Kubernetes, Linux, NLP, Docker, Deep Learning",Associate,7,Real Estate,2024-11-29,2025-02-06,5.7,DeepTech Ventures,Remote,2024,69,11,November
Robotics Engineer,160234,Executive Level,Contract,Canada,Small,100,"Python, Statistics, Azure, GCP, TensorFlow",PhD,15,Energy,2025-01-28,2025-02-27,8.0,Predictive Systems,Remote,2025,30,1,January
Computer Vision Engineer,286216,Executive Level,Full-Time,Denmark,Large,100,"Java, Linux, NLP, Mathematics",PhD,12,Media,2024-02-10,2024-04-14,6.5,Autonomous Tech,Remote,2024,64,2,February
Head of AI,80478,Mid Level,Full-Time,Singapore,Medium,0,"NLP, PyTorch, Spark, TensorFlow",PhD,4,Technology,2024-03-01,2024-03-23,5.8,Predictive Systems,On-site,2024,22,3,March
Robotics Engineer,144224,Senior Level,Freelance,Singapore,Medium,50,"AWS, Java, MLOps, R, SQL",Bachelor,9,Manufacturing,2024-02-10,2024-03-17,6.2,Autonomous Tech,Hybrid,2024,36,2,February
ML Ops Engineer,151942,Senior Level,Contract,Canada,Large,0,"TensorFlow, Mathematics, Data Visualization, Git, Statistics",Bachelor,7,Telecommunications,2024-11-14,2025-01-13,7.1,Predictive Systems,On-site,2024,60,11,November
AI Software Engineer,81319,Entry Level,Contract,Germany,Large,0,"Tableau, TensorFlow, Linux, Python",Bachelor,0,Automotive,2025-02-19,2025-04-15,9.0,Machine Intelligence Group,On-site,2025,55,2,February
Data Engineer,259184,Executive Level,Freelance,Norway,Small,100,"Deep Learning, GCP, Python",Master,18,Automotive,2024-07-08,2024-09-19,5.9,Machine Intelligence Group,Remote,2024,73,7,July
AI Specialist,105668,Executive Level,Contract,China,Small,100,"Java, Computer Vision, AWS, MLOps, Hadoop",Associate,11,Retail,2024-11-24,2025-01-08,8.5,Algorithmic Solutions,Remote,2024,45,11,November
AI Architect,223289,Executive Level,Full-Time,Norway,Large,0,"Java, Deep Learning, Tableau, Scala, TensorFlow",Associate,14,Gaming,2025-03-19,2025-04-23,7.9,Autonomous Tech,On-site,2025,35,3,March
Research Scientist,62692,Mid Level,Part-Time,India,Medium,0,"AWS, NLP, Python, Azure",Master,4,Retail,2024-08-15,2024-10-18,5.5,Quantum Computing Inc,On-site,2024,64,8,August
AI Research Scientist,70084,Entry Level,Contract,Canada,Large,100,"Spark, AWS, PyTorch, Mathematics, NLP",Associate,0,Retail,2025-03-14,2025-03-31,5.7,DataVision Ltd,Remote,2025,17,3,March
Computer Vision Engineer,69418,Entry Level,Freelance,Canada,Large,100,"Tableau, AWS, Hadoop",Master,1,Manufacturing,2024-01-31,2024-02-25,5.8,Future Systems,Remote,2024,25,1,January
Data Engineer,153083,Executive Level,Freelance,China,Medium,0,"TensorFlow, Docker, PyTorch",Bachelor,11,Government,2024-09-23,2024-11-01,7.2,Digital Transformation LLC,On-site,2024,39,9,September
Machine Learning Engineer,201269,Executive Level,Part-Time,Denmark,Small,100,"Mathematics, Deep Learning, Java",Associate,15,Media,2024-05-21,2024-07-21,7.7,Smart Analytics,Remote,2024,61,5,May
AI Software Engineer,148214,Executive Level,Full-Time,Finland,Small,50,"Hadoop, GCP, Tableau, R, Git",Associate,19,Telecommunications,2024-11-17,2025-01-10,9.0,Cloud AI Solutions,Hybrid,2024,54,11,November
Data Scientist,97454,Mid Level,Part-Time,Germany,Small,50,"Docker, Scala, Computer Vision, Linux",Associate,4,Finance,2025-03-26,2025-04-13,5.7,DeepTech Ventures,Hybrid,2025,18,3,March
Autonomous Systems Engineer,130864,Senior Level,Part-Time,Canada,Medium,100,"PyTorch, NLP, SQL, Mathematics",Associate,7,Retail,2024-05-30,2024-07-28,8.7,Algorithmic Solutions,Remote,2024,59,5,May
Head of AI,137934,Senior Level,Freelance,Norway,Medium,50,"Python, TensorFlow, Statistics, Scala, Git",Bachelor,9,Telecommunications,2024-10-10,2024-11-10,9.7,DeepTech Ventures,Hybrid,2024,31,10,October
AI Architect,313205,Executive Level,Full-Time,Norway,Large,50,"Kubernetes, AWS, Scala, Spark",Associate,12,Gaming,2024-02-18,2024-04-11,6.7,Cloud AI Solutions,Hybrid,2024,53,2,February
AI Architect,83357,Mid Level,Part-Time,Sweden,Large,50,"Git, Mathematics, Tableau, Hadoop",PhD,4,Healthcare,2024-07-28,2024-09-10,5.1,Advanced Robotics,Hybrid,2024,44,7,July
Head of AI,109917,Senior Level,Freelance,China,Large,100,"Git, Computer Vision, MLOps, Python",Bachelor,9,Consulting,2024-07-26,2024-08-25,8.5,DeepTech Ventures,Remote,2024,30,7,July
Head of AI,115301,Senior Level,Full-Time,Singapore,Small,100,"Tableau, Git, Python, TensorFlow, Scala",Bachelor,6,Manufacturing,2024-04-27,2024-05-16,6.2,Smart Analytics,Remote,2024,19,4,April
AI Consultant,53116,Entry Level,Contract,Sweden,Medium,0,"Hadoop, Docker, MLOps",Master,0,Retail,2024-05-20,2024-07-23,5.7,Smart Analytics,On-site,2024,64,5,May
AI Product Manager,46556,Entry Level,Contract,Israel,Medium,100,"Mathematics, Data Visualization, Python, SQL, Spark",Bachelor,0,Technology,2024-05-26,2024-07-28,9.8,Autonomous Tech,Remote,2024,63,5,May
Computer Vision Engineer,160078,Senior Level,Freelance,United States,Large,50,"Spark, SQL, Python",PhD,5,Technology,2024-05-02,2024-06-09,7.4,Neural Networks Co,Hybrid,2024,38,5,May
Head of AI,111371,Executive Level,Contract,Finland,Large,0,"SQL, Python, Azure, Docker, NLP",Bachelor,18,Gaming,2024-01-11,2024-03-22,5.6,Cloud AI Solutions,On-site,2024,71,1,January
AI Consultant,64072,Entry Level,Part-Time,United Kingdom,Medium,0,"Java, MLOps, Scala, Deep Learning",PhD,0,Automotive,2025-04-25,2025-06-14,5.3,Advanced Robotics,On-site,2025,50,4,April
Head of AI,120586,Executive Level,Part-Time,Japan,Small,0,"Python, Kubernetes, Computer Vision, GCP",Bachelor,19,Automotive,2024-06-20,2024-08-07,6.9,Predictive Systems,On-site,2024,48,6,June
Machine Learning Researcher,182856,Executive Level,Freelance,Germany,Medium,0,"Java, R, Tableau, Computer Vision",Associate,12,Retail,2024-04-01,2024-06-07,6.1,Future Systems,On-site,2024,67,4,April
AI Software Engineer,43117,Entry Level,Full-Time,Israel,Medium,50,"Python, TensorFlow, Git",Bachelor,1,Gaming,2024-01-08,2024-02-15,10.0,Quantum Computing Inc,Hybrid,2024,38,1,January
Machine Learning Engineer,148848,Senior Level,Contract,United States,Small,0,"Java, R, PyTorch, Mathematics",Master,6,Education,2025-01-19,2025-04-01,9.5,Cloud AI Solutions,On-site,2025,72,1,January
Data Analyst,49630,Entry Level,Part-Time,Sweden,Small,100,"Git, Spark, Statistics, MLOps, Mathematics",Bachelor,0,Healthcare,2024-11-23,2024-12-19,8.8,DeepTech Ventures,Remote,2024,26,11,November
Autonomous Systems Engineer,112595,Mid Level,Part-Time,United Kingdom,Large,100,"SQL, Java, Python",Bachelor,2,Healthcare,2024-03-26,2024-04-24,7.1,Algorithmic Solutions,Remote,2024,29,3,March
Research Scientist,49185,Entry Level,Part-Time,Japan,Medium,50,"Data Visualization, SQL, Hadoop",PhD,1,Energy,2024-12-22,2025-01-19,6.5,Smart Analytics,Hybrid,2024,28,12,December
AI Software Engineer,87531,Mid Level,Part-Time,Netherlands,Small,100,"Scala, Data Visualization, Python, MLOps, Azure",Associate,3,Manufacturing,2024-03-03,2024-04-03,8.8,Machine Intelligence Group,Remote,2024,31,3,March
AI Consultant,139122,Executive Level,Part-Time,Germany,Medium,50,"R, Kubernetes, Spark, Scala",Master,12,Healthcare,2025-02-19,2025-04-13,5.8,Machine Intelligence Group,Hybrid,2025,53,2,February
Data Scientist,162476,Executive Level,Full-Time,Germany,Large,0,"Linux, Tableau, Scala, AWS, Data Visualization",PhD,17,Gaming,2024-11-27,2025-01-08,6.5,Cognitive Computing,On-site,2024,42,11,November
AI Product Manager,106583,Entry Level,Full-Time,United States,Large,100,"Docker, PyTorch, SQL, Mathematics",Bachelor,1,Real Estate,2024-09-07,2024-11-04,8.1,AI Innovations,Remote,2024,58,9,September
Head of AI,160883,Executive Level,Full-Time,Germany,Small,50,"Git, Linux, Kubernetes, Statistics, Python",PhD,14,Energy,2024-06-12,2024-07-17,6.0,Autonomous Tech,Hybrid,2024,35,6,June
Autonomous Systems Engineer,138000,Executive Level,Full-Time,Ireland,Small,0,"Python, PyTorch, R, Hadoop, Docker",Bachelor,11,Healthcare,2024-08-17,2024-09-21,7.3,DeepTech Ventures,On-site,2024,35,8,August
Data Scientist,47999,Entry Level,Contract,Ireland,Small,0,"TensorFlow, Hadoop, Data Visualization, Git, Mathematics",PhD,0,Finance,2024-08-17,2024-10-18,8.9,Neural Networks Co,On-site,2024,62,8,August
Machine Learning Researcher,261332,Executive Level,Full-Time,Switzerland,Small,50,"Git, NLP, Deep Learning, Linux, Kubernetes",Associate,10,Education,2024-12-09,2025-01-20,7.7,Neural Networks Co,Hybrid,2024,42,12,December
AI Product Manager,117075,Senior Level,Contract,United Kingdom,Medium,100,"Mathematics, Python, Kubernetes",Bachelor,8,Gaming,2025-04-24,2025-06-12,8.4,Machine Intelligence Group,Remote,2025,49,4,April
Data Analyst,97771,Mid Level,Contract,Singapore,Medium,0,"Linux, Scala, NLP, Hadoop",Master,3,Telecommunications,2024-05-25,2024-07-10,9.5,Cloud AI Solutions,On-site,2024,46,5,May
AI Specialist,79627,Entry Level,Contract,United Kingdom,Medium,100,"Spark, Hadoop, PyTorch",Bachelor,1,Gaming,2025-02-28,2025-04-07,10.0,Algorithmic Solutions,Remote,2025,38,2,February
Computer Vision Engineer,133019,Executive Level,Full-Time,Ireland,Small,0,"Linux, Spark, Mathematics, Hadoop",PhD,15,Transportation,2024-10-23,2024-12-05,5.2,Quantum Computing Inc,On-site,2024,43,10,October
Computer Vision Engineer,216253,Executive Level,Part-Time,United Kingdom,Large,100,"Hadoop, Spark, Linux",PhD,13,Gaming,2025-04-15,2025-06-14,6.1,Smart Analytics,Remote,2025,60,4,April
AI Architect,73822,Mid Level,Full-Time,India,Medium,0,"Python, Linux, Hadoop",PhD,3,Automotive,2024-08-19,2024-10-29,7.4,Digital Transformation LLC,On-site,2024,71,8,August
Data Analyst,169842,Executive Level,Freelance,Germany,Small,50,"GCP, Mathematics, Git, PyTorch",Associate,15,Education,2024-05-20,2024-06-04,7.8,Digital Transformation LLC,Hybrid,2024,15,5,May
AI Consultant,97370,Mid Level,Freelance,Sweden,Medium,100,"Deep Learning, Computer Vision, Tableau, Kubernetes",Master,2,Consulting,2024-10-14,2024-11-29,7.0,Cognitive Computing,Remote,2024,46,10,October
Research Scientist,106332,Entry Level,Freelance,Denmark,Large,0,"Kubernetes, Tableau, Docker, Scala",Associate,0,Manufacturing,2024-08-23,2024-10-22,6.8,Machine Intelligence Group,On-site,2024,60,8,August
AI Architect,146023,Senior Level,Full-Time,United States,Medium,50,"Python, Docker, SQL, AWS, Scala",PhD,5,Finance,2024-09-02,2024-10-10,6.3,Future Systems,Hybrid,2024,38,9,September
AI Software Engineer,167210,Executive Level,Freelance,Norway,Small,0,"Scala, TensorFlow, Deep Learning",Master,15,Technology,2024-10-15,2024-12-20,5.7,Neural Networks Co,On-site,2024,66,10,October
Research Scientist,46796,Mid Level,Contract,Finland,Small,50,"R, SQL, PyTorch, Mathematics, Deep Learning",Bachelor,2,Telecommunications,2024-08-09,2024-10-06,5.0,Predictive Systems,Hybrid,2024,58,8,August
ML Ops Engineer,87462,Entry Level,Part-Time,Norway,Medium,0,"Git, Statistics, Python",PhD,1,Government,2024-10-25,2024-11-16,6.7,Quantum Computing Inc,On-site,2024,22,10,October
AI Software Engineer,45441,Entry Level,Freelance,Ireland,Medium,100,"Java, Spark, Azure, SQL, Deep Learning",Bachelor,1,Transportation,2024-04-10,2024-06-16,7.3,Cognitive Computing,Remote,2024,67,4,April
NLP Engineer,102462,Senior Level,Part-Time,Israel,Medium,0,"Python, Hadoop, TensorFlow",Associate,9,Technology,2025-02-24,2025-03-28,6.0,Smart Analytics,On-site,2025,32,2,February
AI Architect,140104,Mid Level,Contract,Norway,Medium,100,"Deep Learning, PyTorch, Tableau",PhD,2,Consulting,2024-01-28,2024-03-16,8.5,Algorithmic Solutions,Remote,2024,48,1,January
Machine Learning Engineer,90291,Mid Level,Full-Time,Netherlands,Medium,50,"SQL, PyTorch, Tableau",Master,3,Real Estate,2024-03-20,2024-05-17,6.4,Cloud AI Solutions,Hybrid,2024,58,3,March
AI Software Engineer,303636,Executive Level,Part-Time,Denmark,Medium,100,"R, Tableau, GCP, MLOps",Master,10,Government,2024-07-27,2024-08-13,9.4,DeepTech Ventures,Remote,2024,17,7,July
Data Scientist,99041,Entry Level,Contract,United States,Large,50,"Python, GCP, Scala, Tableau, Git",Bachelor,1,Consulting,2024-03-21,2024-04-04,9.2,Cognitive Computing,Hybrid,2024,14,3,March
ML Ops Engineer,42279,Entry Level,Part-Time,Finland,Small,100,"Statistics, NLP, Python, Kubernetes",Master,1,Transportation,2024-12-28,2025-02-23,7.1,Predictive Systems,Remote,2024,57,12,December
AI Architect,65919,Senior Level,Full-Time,India,Small,50,"Kubernetes, SQL, MLOps, GCP, Docker",PhD,7,Telecommunications,2024-01-12,2024-03-09,7.7,Advanced Robotics,Hybrid,2024,57,1,January
AI Specialist,101235,Senior Level,Part-Time,Ireland,Medium,100,"Git, Scala, GCP, Kubernetes, AWS",Bachelor,6,Media,2024-11-18,2025-01-14,6.7,Predictive Systems,Remote,2024,57,11,November
Machine Learning Researcher,109969,Mid Level,Contract,United States,Large,100,"Java, PyTorch, Tableau, MLOps, Kubernetes",PhD,4,Media,2024-07-15,2024-09-19,5.6,Predictive Systems,Remote,2024,66,7,July
Robotics Engineer,115496,Executive Level,Contract,India,Large,100,"SQL, Java, GCP, Data Visualization, Computer Vision",Master,12,Technology,2024-02-29,2024-05-12,7.4,Machine Intelligence Group,Remote,2024,73,2,February
AI Consultant,224280,Executive Level,Full-Time,Denmark,Large,100,"Scala, PyTorch, SQL, Data Visualization, TensorFlow",Bachelor,18,Retail,2024-09-20,2024-11-17,6.1,Neural Networks Co,Remote,2024,58,9,September
Principal Data Scientist,50915,Mid Level,Freelance,Finland,Small,100,"PyTorch, Data Visualization, Spark",Associate,2,Retail,2024-10-07,2024-10-30,6.4,Digital Transformation LLC,Remote,2024,23,10,October
AI Specialist,131250,Senior Level,Full-Time,Netherlands,Large,100,"PyTorch, Mathematics, TensorFlow, Hadoop, NLP",Bachelor,9,Gaming,2024-08-12,2024-10-09,8.3,Predictive Systems,Remote,2024,58,8,August
Head of AI,76339,Senior Level,Contract,Israel,Medium,0,"Computer Vision, SQL, Data Visualization",Bachelor,5,Telecommunications,2024-04-07,2024-05-15,7.4,Digital Transformation LLC,On-site,2024,38,4,April
AI Architect,70128,Entry Level,Contract,Sweden,Medium,100,"Scala, SQL, GCP, TensorFlow",Associate,0,Healthcare,2024-09-07,2024-10-07,7.0,AI Innovations,Remote,2024,30,9,September
NLP Engineer,123728,Senior Level,Full-Time,Germany,Large,100,"Linux, Python, Mathematics",PhD,9,Government,2024-06-14,2024-06-30,7.9,Future Systems,Remote,2024,16,6,June
Autonomous Systems Engineer,72448,Mid Level,Contract,China,Large,100,"MLOps, Java, Python, Linux, R",PhD,4,Transportation,2025-01-26,2025-03-21,6.7,Smart Analytics,Remote,2025,54,1,January
Principal Data Scientist,90172,Senior Level,Full-Time,Israel,Large,50,"Kubernetes, Python, TensorFlow",Associate,7,Consulting,2024-01-14,2024-03-18,5.7,Neural Networks Co,Hybrid,2024,64,1,January
Data Scientist,133372,Mid Level,Freelance,United States,Large,50,"Azure, GCP, Java, Kubernetes",Master,4,Transportation,2025-03-22,2025-05-21,9.9,Neural Networks Co,Hybrid,2025,60,3,March
Robotics Engineer,215554,Senior Level,Full-Time,Switzerland,Medium,50,"Python, Azure, Statistics, GCP",Bachelor,8,Education,2024-10-15,2024-12-21,7.2,AI Innovations,Hybrid,2024,67,10,October
Principal Data Scientist,349562,Executive Level,Contract,Denmark,Large,100,"Java, GCP, Python, Mathematics, NLP",Associate,15,Finance,2024-01-18,2024-03-10,6.5,TechCorp Inc,Remote,2024,52,1,January
AI Product Manager,137181,Executive Level,Full-Time,Israel,Small,100,"Python, Tableau, Linux",Master,19,Consulting,2025-03-07,2025-04-26,6.7,Machine Intelligence Group,Remote,2025,50,3,March
Computer Vision Engineer,61587,Entry Level,Full-Time,Australia,Medium,50,"GCP, Git, PyTorch",Associate,0,Transportation,2024-07-18,2024-08-04,6.2,Cognitive Computing,Hybrid,2024,17,7,July
ML Ops Engineer,151385,Executive Level,Part-Time,Canada,Small,50,"Mathematics, Java, Spark",Master,14,Consulting,2024-04-29,2024-07-07,9.8,Future Systems,Hybrid,2024,69,4,April
Machine Learning Researcher,109757,Senior Level,Contract,Israel,Large,0,"Scala, Linux, R",Master,7,Consulting,2024-11-02,2024-12-11,7.3,Cognitive Computing,On-site,2024,39,11,November
Data Analyst,176838,Senior Level,Freelance,Norway,Large,50,"TensorFlow, AWS, Linux",Master,6,Energy,2025-03-27,2025-06-04,5.1,Cognitive Computing,Hybrid,2025,69,3,March
Deep Learning Engineer,92318,Mid Level,Contract,Singapore,Large,100,"Spark, R, Python",PhD,3,Retail,2025-04-09,2025-05-12,8.9,Algorithmic Solutions,Remote,2025,33,4,April
Data Analyst,92317,Entry Level,Full-Time,Norway,Large,50,"Git, R, TensorFlow, AWS",Associate,0,Gaming,2025-03-26,2025-05-18,7.5,Algorithmic Solutions,Hybrid,2025,53,3,March
AI Consultant,100729,Senior Level,Full-Time,China,Large,50,"MLOps, Docker, Hadoop, R",PhD,6,Energy,2024-11-18,2025-01-01,6.6,Smart Analytics,Hybrid,2024,44,11,November
Principal Data Scientist,89020,Mid Level,Contract,Australia,Small,50,"Spark, PyTorch, Statistics",PhD,2,Technology,2024-04-10,2024-05-20,9.3,TechCorp Inc,Hybrid,2024,40,4,April
ML Ops Engineer,132294,Senior Level,Full-Time,Netherlands,Large,100,"Python, Linux, Statistics, SQL, Hadoop",Bachelor,5,Government,2025-04-21,2025-05-06,5.1,Cloud AI Solutions,Remote,2025,15,4,April
Machine Learning Engineer,85887,Senior Level,Contract,Japan,Small,100,"TensorFlow, Java, PyTorch, Git, Mathematics",Bachelor,7,Healthcare,2024-05-26,2024-08-05,6.6,Predictive Systems,Remote,2024,71,5,May
Data Analyst,66066,Mid Level,Freelance,Israel,Large,100,"R, Java, Python, SQL",Bachelor,4,Transportation,2024-12-24,2025-01-22,6.9,Future Systems,Remote,2024,29,12,December
Principal Data Scientist,242433,Executive Level,Contract,Switzerland,Large,0,"Tableau, Hadoop, SQL, Spark",PhD,15,Retail,2024-08-12,2024-08-31,10.0,Algorithmic Solutions,On-site,2024,19,8,August
Machine Learning Researcher,84450,Mid Level,Contract,China,Large,0,"Docker, PyTorch, GCP, NLP, TensorFlow",Master,3,Telecommunications,2024-12-31,2025-02-20,6.8,Algorithmic Solutions,On-site,2024,51,12,December
Autonomous Systems Engineer,69485,Mid Level,Contract,India,Small,50,"Linux, Kubernetes, GCP, Git",Associate,4,Healthcare,2024-07-16,2024-08-25,9.6,Autonomous Tech,Hybrid,2024,40,7,July
Research Scientist,116320,Executive Level,Part-Time,Canada,Small,50,"Kubernetes, Python, Deep Learning",Bachelor,17,Healthcare,2024-04-06,2024-04-20,9.5,Neural Networks Co,Hybrid,2024,14,4,April
